,"country_alpha2","country_alpha3","country_official_name","country_url","flemish","stand_institute","group","qh","MarineInfo_ID","ROR_ID","local_ID"
1997,"TR","TUR","Republic of Türkiye","https://www.iso.org/obp/ui/#iso:code:3166:TR",,"Onsekiz Mart University - Faculy of Marine Science & Technology","University","Science","-","-","c713d1b8-0126-46f8-a0b2-063f318ae9f6"
1998,"TR","TUR","Republic of Türkiye","https://www.iso.org/obp/ui/#iso:code:3166:TR",,"Recep Tayyip Erdo?an University","University","Science","-","https://ror.org/0468j1635","a35e5697-09c1-4c4e-8bf9-47a2aa91fc67"
1999,"TR","TUR","Republic of Türkiye","https://www.iso.org/obp/ui/#iso:code:3166:TR",,"Sevin�-Erdal ?n�n� Foundation","Research institute","Science","-","-","923761e3-b788-4bc8-8e9d-1c9ebac70493"
2000,"TR","TUR","Republic of Türkiye","https://www.iso.org/obp/ui/#iso:code:3166:TR",,"Sevin�-Erdal ?n�n� Foundation - Naval Research Department - Marmara Environm Monitoring Project (MAREM)","Research institute","Science","-","-","026401b6-a059-4457-b526-07a3b7ef2964"
2001,"TR","TUR","Republic of Türkiye","https://www.iso.org/obp/ui/#iso:code:3166:TR",,"Sinop University - Faculty of Arts and Science - Department of Biology","University","Science","-","-","908d61f2-c87b-4856-90fe-3aa1b8f3bc94"
2002,"TR","TUR","Republic of Türkiye","https://www.iso.org/obp/ui/#iso:code:3166:TR",,"Turkey government - Ministry of Agriculture and Forestry - Sheep Breeding Research Institute","Research institute","Science","-","-","1d45c19a-01ed-43b9-a55d-9ea0deee2a5a"
2003,"TR","TUR","Republic of Türkiye","https://www.iso.org/obp/ui/#iso:code:3166:TR",,"Turkey government - Ministry of Agriculture and Forestry - Sheep Breeding Research Institute - Department of Fisheries","Research institute","Science","-","-","186e9d5e-ec7c-41de-9bfe-51284d9ab5af"
2004,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"4C Offshore Ltd.","Company","Industry","-","-","cc5695f4-8ab9-40fc-b79b-054ecd3f69e5"
2005,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Aberystwyth University","University","Science","https://marineinfo.org/imis?module=institute&insid=4177","https://ror.org/015m2p889","8602f4e4-f645-4714-bed2-6f93d3f3ca8b"
2006,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Agri-Food and Biosciences Institute","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=8536","https://ror.org/05c5y5q11","9a8716e9-2ef2-4fda-87ae-f55f051eb069"
2007,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Agri-Food and Biosciences Institute - Fisheries & Aquatic Ecosystems Branch","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=8542","-","b9f69c7a-b87a-4ccf-ad9d-22f5768d1e5b"
2008,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"AMEC Environment & Infrastructure ","Company","Industry","-","-","21835df5-ed81-4f6b-ac65-6c8cf3fd3ea1"
2009,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Amgueddfa Cymru � National Museum Wales","University","Science","https://marineinfo.org/imis?module=institute&insid=8535","-","255a3302-4eb7-4217-8163-3a9cb6c80533"
2010,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Aniol S.L.","Company","Industry","-","-","b2c3ee43-ec43-4632-b074-9b04d8e6b00b"
2011,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"APEM Ltd","Consultancy","Industry","https://marineinfo.org/imis?module=institute&insid=14206","-","37ec1be2-eda6-4703-8ef3-3725153fa37d"
2012,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"ARTOO Marine Biology Consultants","Consultancy","Industry","https://marineinfo.org/imis?module=institute&insid=9783","-","0ddd971a-13af-47b5-abec-b9b747da9a57"
2013,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Bangor University","University","Science","https://marineinfo.org/imis?module=institute&insid=4597","https://ror.org/006jb1a24","c144c6bd-ddfa-45cd-8840-660e73c0b229"
2014,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Bangor University - School of Ocean Sciences","University","Science","https://marineinfo.org/imis?module=institute&insid=1947","-","3966d71a-e007-4a54-91f1-37f83ffceabd"
2015,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Birkbeck, University of London","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=8001","https://ror.org/02mb95055","d33cace3-ba9e-4683-a0e4-e3b2f10026af"
2016,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Bitonga Ltd.","Company","Industry","-","-","9ecca2f6-94f1-4809-a985-f98e9a13d13a"
2017,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Blue Lobster Software Development & Graphic Design","Company","Industry","-","-","4c691377-1be8-4f06-aa9f-702e39ce2d38"
2018,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Blue Ventures","Non-profit organization","Civil society","-","https://ror.org/03npats33","d683f6cd-efdc-4835-898c-fcb3ec6201f4"
2019,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Bournemouth University","University","Science","https://marineinfo.org/imis?module=institute&insid=5945","https://ror.org/05wwcw481","8b745977-d91a-43c9-9855-0ea957cb831b"
2020,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"British Geological Survey (BGS)","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=4951","https://ror.org/04a7gbp98","c71bc81c-0f94-419e-a61f-a8cf972ad349"
2021,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"British Oceanographic Data Centre (BODC)","Data infrastructure","Science","https://marineinfo.org/imis?module=institute&insid=700","https://ror.org/03102fn17","bc71fc52-f489-4bf0-88b3-24fa540d3d38"
2022,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Cardiff University","University","Science","https://marineinfo.org/imis?module=institute&insid=5202","https://ror.org/03kk7td41","d9b32d7c-1c78-49a2-ab87-e22b8160b4fd"
2023,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Cardiff University - School of Biological Science","University","Science","https://marineinfo.org/imis?module=institute&insid=9510","-","1f81eeb0-6195-428c-b7c9-4b5f9623840d"
2024,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Cardiff University - School of Computer Science and Informatics","University","Science","https://marineinfo.org/imis?module=institute&insid=8616","-","8422796c-866e-4a44-806b-cb89818f104a"
2025,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"CEFAS (Centre for Environment, Fisheries and Aquaculture Science)","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=4230","https://ror.org/04r7rxc53","509844ef-e141-4773-95bc-d1dd17423506"
2026,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"City University of London","University","Science","-","https://ror.org/04489at23","c817af1c-83bd-43aa-9c09-a8154ede3cb5"
2027,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Commonwealth Secretariat","Intergovernmental body","Policy","-","https://ror.org/03gtecx53","66d4f32b-88d6-4808-a6be-3defd5b87a6e"
2028,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Coventry University","University","Science","-","https://ror.org/01tgmhj36","d7725947-aaaf-4b4d-ac38-6c62b8cfa2a4"
2029,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Divenation","Other","Civil society","-","-","f1a60754-ff6d-499a-a45d-752b9d2f3e9a"
2030,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Dorset Wildlife Trust","Non-profit organization","Civil society","-","-","1dfb2e32-cdb5-4374-850e-82a0cd39194b"
2031,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"E.ON New Build & Technology Ltd.","Company","Industry","-","-","4471ad8b-7a36-414c-8941-18d46898855c"
2032,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Ecofys UK Ltd","Company","Industry","-","-","1d0e8b9f-455b-47d2-987b-63139bc6ddba"
2033,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Ecospan Environmental Limited","Company","Industry","-","-","f7cc4fea-8b50-4cd2-ab55-761cb1c21280"
2034,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Edinburgh Napier University","University","Science","https://marineinfo.org/imis?module=institute&insid=9320","https://ror.org/03zjvnn91","133add62-039f-44f8-920e-b74590a1234a"
2035,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Edinburgh Napier University - School of Life, Sport and Social Sciences","University","Science","https://marineinfo.org/imis?module=institute&insid=9321","-","e927759d-ab7c-46ab-b8e6-118c43d8c567"
2036,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Field Studies Council","Non-profit organization","Civil society","-","https://ror.org/024ytaq06","844afd8c-80d6-4884-99b1-ac7999a530ea"
2037,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Fish Vet Group Limited","Company","Industry","https://marineinfo.org/imis?module=institute&insid=13053","-","786e3c4a-d06a-4f42-8692-9ca28aba9dc1"
2038,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Game & Wildlife Conservation Trust","Non-profit organization","Civil society","https://marineinfo.org/imis?module=institute&insid=14417","https://ror.org/015eybs17","6dacc936-68c4-45bb-a567-1bb6598b0424"
2039,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Grantham Research Institute on Climate Change and the Environment","Research institute","Science","-","-","4b992482-11af-405f-b5ac-c5f7511e4851"
2040,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Heriot-Watt University","University","Science","https://marineinfo.org/imis?module=institute&insid=3119","https://ror.org/04mghma93","2f792c62-8491-4628-a9f9-cf84e2eba8f3"
2041,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Heriot-Watt University - School of Engineering & Physical Sciences - Institute of Mechanical Processing & Energy Engineering","Research institute","Science","-","-","f1f8588f-d729-4533-a8f8-f7a4ac65e21d"
2042,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Heriot-Watt University - School of Life Sciences - Centre of Marine Biodiversity & Biotechnology","Research institute","Science","-","-","cb2c9d76-d05d-41d9-9c05-f6fdcabb833c"
2043,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"HR Wallingford Ltd.","Company","Industry","https://marineinfo.org/imis?module=institute&insid=2996","https://ror.org/00nxna028","0bd71186-2c85-4976-9dcb-11af09475be7"
2044,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Imperial College of Science, Technology and Medicine","University","Science","https://marineinfo.org/imis?module=institute&insid=7462","-","f7289507-39f6-4d05-b34c-78728de546fc"
2045,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Imperial College of Science, Technology and Medicine - Department of Life Sciences","University","Science","-","-","f218a85e-606a-48f7-91ee-4047345b0a8f"
2046,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Imperial College of Science, Technology and Medicine - Department of Life Sciences - Division of Biology","University","Science","https://marineinfo.org/imis?module=institute&insid=7463","-","eb968a93-c46c-4ea4-b165-da8f7cf004cf"
2047,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"JNCC (Joint Nature Conservation Committee)","Governmental body","Policy","https://marineinfo.org/imis?module=institute&insid=3885","https://ror.org/05tzsrw37","1daf1cce-b17f-48b0-bab0-25dd4f82381c"
2048,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Ketos Ecology","Creative body","Civil society","https://marineinfo.org/imis?module=institute&insid=11361","-","3371cdc7-d9ff-48e7-a445-9467cb4c6aa0"
2049,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"King's College London","University","Science","-","https://ror.org/0220mzb33","7e1dfc1e-1ba0-471f-a6ad-12b59d737a42"
2050,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Lancaster University","University","Science","https://marineinfo.org/imis?module=institute&insid=7627","https://ror.org/04f2nsd36","2f9a9cdc-d815-4e86-9294-13252b54da69"
2051,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Liverpool John Moores University","University","Science","https://marineinfo.org/imis?module=institute&insid=4852","https://ror.org/04zfme737","34eab484-45b1-4b1a-b652-e2d80b52bf3b"
2052,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Loughborough University","University","Science","-","https://ror.org/04vg4w365","7e064104-c69d-4ae2-b717-30cffc05e1d6"
2053,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Loughs Agency","Non-profit organization","Civil society","https://marineinfo.org/imis?module=institute&insid=14418","https://ror.org/030q87z73","325ceace-f283-49f5-b040-ba72dc542f2a"
2054,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Marine Biological Association (MBA)","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=1169","https://ror.org/0431sk359","c101d7df-5dfc-4671-82fc-4290d5d2bd6b"
2055,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Marine Biological Association (MBA) - Data Archive Centre (DASSH)","Data infrastructure","Science","https://marineinfo.org/imis?module=institute&insid=14022","-","b0e290f2-540c-4b4b-881a-7d4f2685b446"
2056,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Marine Ecological Solutions Ltd","Consultancy","Industry","-","-","f3f01ddb-684a-40db-9aeb-f921c89966e1"
2057,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Marine Ecological Surveys Ltd","Consultancy","Industry","https://marineinfo.org/imis?module=institute&insid=9532","-","d7191bb7-1b6c-4163-9d17-528f15227409"
2058,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Marine Scotland - Marine Laboratory","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=9901","https://ror.org/02kh2f959","8811fe85-1903-436e-aa30-37f08d9bc644"
2059,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"MarLIN (Marine Life Information Network)","Data infrastructure","Science","https://marineinfo.org/imis?module=institute&insid=5898","-","c3425833-c486-47ee-8730-c5ecb0a22e60"
2060,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"National Museum Wales","Museum","Science","https://marineinfo.org/imis?module=institute&insid=8535","https://ror.org/05a15fa50","5ada6cd9-9ac5-4340-8e88-4ed6a343ff55"
2061,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"NOC (National Oceanography Centre)","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=2045","https://ror.org/00874hx02","582cd1f6-2158-442a-b95a-8fec09cdc20f"
2062,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Natural Environment Research Council (NERC) - British Antarctic Survey (BAS)","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=6367","-","a070ab18-1e47-4ab6-9450-d6c3c0f3ec34"
2063,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"NETAXIA Limited","Company","Industry","-","-","67dcaa64-15c4-4181-a5c5-d46afac3bfb2"
2064,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Newcastle University","University","Science","https://marineinfo.org/imis?module=institute&insid=12843","https://ror.org/01kj2bm70","ba387de9-746b-4036-9ed7-f360fa4336c2"
2065,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"NHM (Natural History Museum)","Museum","Science","https://marineinfo.org/imis?module=institute&insid=4421","https://ror.org/039zvsn29","aa42c957-e302-4c80-b39f-54364ab1f323"
2066,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"NHM (Natural History Museum) - Earth Sciences Department ","Museum","Science","-","-","0d7fea83-3b86-4d4a-827c-2ca08970dada"
2067,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"NHM (Natural History Museum) - Life Sciences Department ","Museum","Science","https://marineinfo.org/imis?module=institute&insid=12955","-","23619a4d-0330-4ade-ab4a-832cdc50a05b"
2068,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Ocean Ecology","Consultancy","Industry","-","-","39511635-d71e-4e1f-99db-ad107508ae37"
2069,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Oxford Brookes University","University","Science","-","https://ror.org/04v2twj65","0a5691e1-7b88-4ce5-a259-c2d269a2e7ce"
2070,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Plymouth Marine Laboratory (PML)","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=1434","https://ror.org/05av9mn02","901b5815-bef7-4418-a7e6-941be2689988"
2071,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"POMC Consulting Limited�(One World Analytics)","Consultancy","Industry","-","-","0265c4e1-dd68-45e6-8d70-9d33a4b0f017"
2072,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Queen Mary University of London (QMUL)","University","Science","https://marineinfo.org/imis?module=institute&insid=5096","https://ror.org/026zzn846","af29643a-b806-4103-bc77-599a267a8187"
2073,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Queen Mary University of London (QMUL) - School of Biology and Chemical Science","University","Science","-","-","16c599d1-f05f-4f87-bb0d-76679e4f9235"
2074,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Queen's University of Belfast (QUB)","University","Science","https://marineinfo.org/imis?module=institute&insid=7219","https://ror.org/00hswnk62","2332df49-7936-4947-9b13-bf486f1a8160"
2075,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Queen's University of Belfast (QUB) - School of Biological Science","University","Science","https://marineinfo.org/imis?module=institute&insid=7220","-","563bbee8-7950-41f0-a240-3db0d9c55cb9"
2076,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Queen's University of Belfast (QUB) - School of Biological Science - Institute of Global Food Security","Research institute","Science","-","-","24c20965-a05e-4e63-b590-bab428441873"
2077,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Queen's University of Belfast (QUB) - School of Biological Science - Marine Laboratory","Research institute","Science","-","-","2b5110b6-7c23-4fd3-a9fb-473e36d17773"
2078,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Royal Albert Memorial Museum and Art Gallery","Museum","Science","https://marineinfo.org/imis?module=institute&insid=10092","https://ror.org/048r9g705","d7083487-056c-4edb-ad36-a07a1c4224c6"
2079,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Royal Botanic Gardens, Kew","Museum","Science","-","https://ror.org/00ynnr806","6f666962-2b58-4370-862c-75c93d330ff2"
2080,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Royal Veterinary College","University","Science","-","https://ror.org/01wka8n18","ac38d0cf-726e-4fb0-b15f-8d1436febe58"
2081,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Scottish Association for Marine Science (SAMS)","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=4456","https://ror.org/04ke6ht85","c68c86c9-2981-4cef-af6c-e9f9b9c98da1"
2082,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Scottish Association for Marine Science (SAMS) - Scottish Marine Institute - Culture Collection Algae & Protozoa","Research institute","Science","-","-","97243d27-a5da-4b9e-8118-4fa15ff89a74"
2083,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Scottish Environment Protection Agency (SEPA)","Governmental body","Policy","https://marineinfo.org/imis?module=institute&insid=7624","https://ror.org/01kxjy285","a14338c1-91ba-4a65-b185-2f97c2644a5d"
2084,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Seagrass Ocean Rescue","Non-profit organization","Civil society","-","-","3d0234e4-a98b-434c-94e7-8da8b06683f8"
2085,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Sir Alister Hardy Foundation for Ocean Science (SAHFOS)","Non-profit organization","Civil society","https://marineinfo.org/imis?module=institute&insid=4489","https://ror.org/01b1y2d10","d00e834e-0d60-4d8c-afac-ee02d540c35a"
2086,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Swansea University","University","Science","https://marineinfo.org/imis?module=institute&insid=5681","https://ror.org/053fq8t95","b10dd0e0-ea99-4a1a-b7aa-ab311afe01dc"
2087,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Thomson Environmental Consultants","Consultancy","Industry","-","-","3f85534f-207d-4a30-b69b-153066d424d9"
2088,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"UK government","Governmental body","Policy","https://marineinfo.org/imis?module=institute&insid=12688","-","8d0b9a87-efa3-4fe1-8976-ec712b971a3c"
2089,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"UK government - Department for Environment, Food and Rural Affairs - Digital, Data & Technology Services (DDTS) EU Exit Programme","Governmental body","Policy","-","-","daaa4102-53d4-442e-99d6-41e810ae3628"
2090,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"UK government - Environment Agency","Governmental body","Policy","https://marineinfo.org/imis?module=institute&insid=3705","https://ror.org/01zewfb16","c4b225f8-2032-4b6b-ae0f-ba516531e14c"
2091,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Ulster University","University","Science","https://marineinfo.org/imis?module=institute&insid=6077","https://ror.org/01yp9g959","d2509891-089a-4f1c-a88a-9fbec37c42a8"
2092,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"Unicomarine Ltd.","Company","Industry","https://marineinfo.org/imis?module=institute&insid=7339","-","0d487b29-c50e-4875-90a2-b42e021d305f"
2093,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"University College London","University","Science","https://marineinfo.org/imis?module=institute&insid=5106","https://ror.org/02jx3x895","3c55f56f-1aab-4d6f-822d-4a4e499881e8"
2094,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"University College London -  Department of Geography","University","Science","https://marineinfo.org/imis?module=institute&insid=7620","-","751f5088-be5d-4170-9164-4978bf90a74c"
2095,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"University of Aberdeen","University","Science","https://marineinfo.org/imis?module=institute&insid=4163","https://ror.org/016476m91","b97d1091-c140-4fa6-9b50-7baff35ebf14"
2096,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"University of Aberdeen - Institute of Biology and Environmental Science - Oceanlab","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=695","-","9c424518-bd3f-4d41-816f-5378e9901e8d"
2097,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"University of Bath","University","Science","https://marineinfo.org/imis?module=institute&insid=7752","https://ror.org/002h8g185","fde35b2c-89cf-471c-9c0f-c1238a8eb1b6"
2098,"GB","GBR","the United Kingdom of Great Britain and Northern Ireland","https://www.iso.org/obp/ui/#iso:code:3166:GB",,"University of Bath - Department of Biology and Biochemistry - Milner Centre for Evolution","Research institute","Science","-","-","298b6d12-31fb-4ef0-b6a4-8f13e41fa1a4"
